dataset,filename,start_time,end_time,start_frequency,end_frequency,annotation,annotator,start_datetime,end_datetime
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707035945_seg580.wav,2.60066188637617,4.33811362382791,3796.875,27843.75,Odontocete whistles,mdupon,2022-07-07T05:36:27.600+02:00,2022-07-07T05:36:29.338+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707035945_seg580.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T05:36:25.000+02:00,2022-07-07T05:36:35.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707035945_seg581.wav,0.537782680639823,5.30336458907887,4500.0,25171.875,Odontocete whistles,mdupon,2022-07-07T05:36:35.537+02:00,2022-07-07T05:36:40.303+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707035945_seg581.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T05:36:35.000+02:00,2022-07-07T05:36:45.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707035945_seg583.wav,7.43243243243243,8.06122448979592,8437.5,16031.25,Odontocete whistles,mdupon,2022-07-07T05:37:02.432+02:00,2022-07-07T05:37:03.061+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707035945_seg583.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T05:36:55.000+02:00,2022-07-07T05:37:05.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707035945_seg584.wav,7.95091009376724,8.70104798676227,7312.5,21375.0,Odontocete whistles,mdupon,2022-07-07T05:37:12.950+02:00,2022-07-07T05:37:13.701+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707035945_seg584.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T05:37:05.000+02:00,2022-07-07T05:37:15.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707035945_seg585.wav,3.22945394373966,5.66740209597352,6609.375,23062.5,Odontocete whistles,mdupon,2022-07-07T05:37:18.229+02:00,2022-07-07T05:37:20.667+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707035945_seg585.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T05:37:15.000+02:00,2022-07-07T05:37:25.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707035945_seg586.wav,0,1.37065637065637,6609.375,19968.75,Odontocete whistles,mdupon,2022-07-07T05:37:25.000+02:00,2022-07-07T05:37:26.370+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707035945_seg586.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T05:37:25.000+02:00,2022-07-07T05:37:35.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707035945_seg668.wav,2.47931605074462,2.72752344180916,8859.375,14906.25,Odontocete whistles,mdupon,2022-07-07T05:51:07.479+02:00,2022-07-07T05:51:07.727+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707035945_seg668.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T05:51:05.000+02:00,2022-07-07T05:51:15.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg032.wav,6.37341423055709,7.17870932156646,7171.875,69187.5,Odontocete Buzzs,mdupon,2022-07-07T06:05:10.373+02:00,2022-07-07T06:05:11.178+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg032.wav,0,10,0,72000.0,Odontocete Buzzs,mdupon,2022-07-07T06:05:04.000+02:00,2022-07-07T06:05:14.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg058.wav,4.59735245449531,5.56811913954771,5625.0,25312.5,Odontocete whistles,mdupon,2022-07-07T06:09:28.597+02:00,2022-07-07T06:09:29.568+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg058.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:09:24.000+02:00,2022-07-07T06:09:34.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg120.wav,6.59955874241589,7.75234418091561,4640.625,17156.25,Odontocete whistles,mdupon,2022-07-07T06:19:50.599+02:00,2022-07-07T06:19:51.752+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg120.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:19:44.000+02:00,2022-07-07T06:19:54.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg121.wav,4.19470490899062,5.14892443463872,7171.875,18703.125,Odontocete whistles,mdupon,2022-07-07T06:19:58.194+02:00,2022-07-07T06:19:59.148+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg121.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:19:54.000+02:00,2022-07-07T06:20:04.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg134.wav,4.15057915057915,5.03861003861004,9140.625,19546.875,Odontocete whistles,mdupon,2022-07-07T06:22:08.150+02:00,2022-07-07T06:22:09.038+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg134.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:22:04.000+02:00,2022-07-07T06:22:14.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg137.wav,7.01323772752344,7.63099834528406,8437.5,18703.125,Odontocete whistles,mdupon,2022-07-07T06:22:41.013+02:00,2022-07-07T06:22:41.630+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg137.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:22:34.000+02:00,2022-07-07T06:22:44.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg141.wav,8.70104798676227,9.72145615002758,6187.5,19828.125,Odontocete whistles,mdupon,2022-07-07T06:23:22.701+02:00,2022-07-07T06:23:23.721+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg141.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:23:14.000+02:00,2022-07-07T06:23:24.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg177.wav,2.74958632101489,3.46111417539989,17296.875,47250.0,Odontocete Buzzs,mdupon,2022-07-07T06:29:16.749+02:00,2022-07-07T06:29:17.461+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg177.wav,0,10,0,72000.0,Odontocete Buzzs,mdupon,2022-07-07T06:29:14.000+02:00,2022-07-07T06:29:24.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg182.wav,0,10,0,72000.0,Odontocete Buzzs,mdupon,2022-07-07T06:30:04.000+02:00,2022-07-07T06:30:14.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg181.wav,8.1880860452289,8.6403750689465,6468.75,12937.5,Odontocete whistles,mdupon,2022-07-07T06:30:02.188+02:00,2022-07-07T06:30:02.640+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg181.wav,3.01434087148373,3.36183121897408,6468.75,13781.25,Odontocete whistles,mdupon,2022-07-07T06:29:57.014+02:00,2022-07-07T06:29:57.361+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg181.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:29:54.000+02:00,2022-07-07T06:30:04.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg181.wav,0,10,0,72000.0,Odontocete Buzzs,mdupon,2022-07-07T06:29:54.000+02:00,2022-07-07T06:30:04.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg195.wav,2.3138444567016,3.14671814671815,7031.25,19828.125,Odontocete whistles,mdupon,2022-07-07T06:32:16.313+02:00,2022-07-07T06:32:17.146+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg195.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:32:14.000+02:00,2022-07-07T06:32:24.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg207.wav,4.55322669608384,5.53502482073911,19828.125,46687.5,Odontocete Buzzs,mdupon,2022-07-07T06:34:18.553+02:00,2022-07-07T06:34:19.535+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg207.wav,0,10,0,72000.0,Odontocete Buzzs,mdupon,2022-07-07T06:34:14.000+02:00,2022-07-07T06:34:24.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg221.wav,1.8450082735797,2.5896304467733,17859.375,40640.625,Odontocete Buzzs,mdupon,2022-07-07T06:36:35.845+02:00,2022-07-07T06:36:36.589+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg221.wav,0,10,0,72000.0,Odontocete Buzzs,mdupon,2022-07-07T06:36:34.000+02:00,2022-07-07T06:36:44.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg228.wav,3.37837837837838,4.20573634859349,8718.75,16734.375,Odontocete whistles,mdupon,2022-07-07T06:37:47.378+02:00,2022-07-07T06:37:48.205+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg228.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:37:44.000+02:00,2022-07-07T06:37:54.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg247.wav,6.26861555432984,7.6530612244898,6609.375,14765.625,Odontocete whistles,mdupon,2022-07-07T06:41:00.268+02:00,2022-07-07T06:41:01.653+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg247.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:40:54.000+02:00,2022-07-07T06:41:04.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg256.wav,2.75510204081633,3.17429674572532,6890.625,16171.875,Odontocete whistles,mdupon,2022-07-07T06:42:26.755+02:00,2022-07-07T06:42:27.174+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg256.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:42:24.000+02:00,2022-07-07T06:42:34.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg257.wav,5.79426365140651,6.38996138996139,10406.25,16171.875,Odontocete whistles,mdupon,2022-07-07T06:42:39.794+02:00,2022-07-07T06:42:40.389+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg257.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:42:34.000+02:00,2022-07-07T06:42:44.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg258.wav,5.55157198014341,6.78709321566464,6890.625,15750.0,Odontocete whistles,mdupon,2022-07-07T06:42:49.551+02:00,2022-07-07T06:42:50.787+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg258.wav,0.791505791505791,1.59680088251517,8437.5,15750.0,Odontocete whistles,mdupon,2022-07-07T06:42:44.791+02:00,2022-07-07T06:42:45.596+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg258.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:42:44.000+02:00,2022-07-07T06:42:54.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg259.wav,9.61665747380033,10.0,6609.375,16734.375,Odontocete whistles,mdupon,2022-07-07T06:43:03.616+02:00,2022-07-07T06:43:04.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg259.wav,6.35686707115279,7.08494208494208,14203.125,24468.75,Odontocete whistles,mdupon,2022-07-07T06:43:00.356+02:00,2022-07-07T06:43:01.084+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg259.wav,3.20187534473249,5.94318808604523,9140.625,21656.25,Odontocete whistles,mdupon,2022-07-07T06:42:57.201+02:00,2022-07-07T06:42:59.943+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg259.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:42:54.000+02:00,2022-07-07T06:43:04.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg260.wav,0.901820187534473,2.20353006067292,7031.25,21796.875,Odontocete whistles,mdupon,2022-07-07T06:43:04.901+02:00,2022-07-07T06:43:06.203+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg260.wav,0,0.471594043022614,10265.625,19265.625,Odontocete whistles,mdupon,2022-07-07T06:43:04.000+02:00,2022-07-07T06:43:04.471+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg260.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:43:04.000+02:00,2022-07-07T06:43:14.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg262.wav,1.12244897959184,2.12079426365141,7171.875,16453.125,Odontocete whistles,mdupon,2022-07-07T06:43:25.122+02:00,2022-07-07T06:43:26.120+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg262.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:43:24.000+02:00,2022-07-07T06:43:34.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg265.wav,5.14892443463872,6.08659680088252,9984.375,17156.25,Odontocete whistles,mdupon,2022-07-07T06:43:59.148+02:00,2022-07-07T06:44:00.086+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg265.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:43:54.000+02:00,2022-07-07T06:44:04.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg266.wav,4.5311638168781,5.78874793160507,5062.5,15468.75,Odontocete whistles,mdupon,2022-07-07T06:44:08.531+02:00,2022-07-07T06:44:09.788+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg266.wav,2.26971869829013,3.67622724765582,5203.125,15328.125,Odontocete whistles,mdupon,2022-07-07T06:44:06.269+02:00,2022-07-07T06:44:07.676+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg266.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:44:04.000+02:00,2022-07-07T06:44:14.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg267.wav,7.37175951461666,8.94373965802537,2953.125,16453.125,Odontocete whistles,mdupon,2022-07-07T06:44:21.371+02:00,2022-07-07T06:44:22.943+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg267.wav,6.42857142857143,7.19525648097077,3796.875,15890.625,Odontocete whistles,mdupon,2022-07-07T06:44:20.428+02:00,2022-07-07T06:44:21.195+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg267.wav,3.77551020408163,5.88803088803089,5625.0,16453.125,Odontocete whistles,mdupon,2022-07-07T06:44:17.775+02:00,2022-07-07T06:44:19.888+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg267.wav,2.0380584666299,2.55102040816327,6750.0,15328.125,Odontocete whistles,mdupon,2022-07-07T06:44:16.038+02:00,2022-07-07T06:44:16.551+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg267.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:44:14.000+02:00,2022-07-07T06:44:24.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg269.wav,6.10865968008825,6.87534473248759,9562.5,17718.75,Odontocete whistles,mdupon,2022-07-07T06:44:40.108+02:00,2022-07-07T06:44:40.875+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg269.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:44:34.000+02:00,2022-07-07T06:44:44.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg271.wav,9.142305570877,9.75455046883618,6750.0,18000.0,Odontocete whistles,mdupon,2022-07-07T06:45:03.142+02:00,2022-07-07T06:45:03.754+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg271.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:44:54.000+02:00,2022-07-07T06:45:04.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg275.wav,4.98896856039713,5.4853833425262,6468.75,14343.75,Odontocete whistles,mdupon,2022-07-07T06:45:38.988+02:00,2022-07-07T06:45:39.485+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg275.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:45:34.000+02:00,2022-07-07T06:45:44.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg285.wav,7.38279095421953,8.23221180364038,6468.75,18140.625,Odontocete whistles,mdupon,2022-07-07T06:47:21.382+02:00,2022-07-07T06:47:22.232+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg285.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:47:14.000+02:00,2022-07-07T06:47:24.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg286.wav,6.73745173745174,7.53723110865968,5765.625,13218.75,Odontocete whistles,mdupon,2022-07-07T06:47:30.737+02:00,2022-07-07T06:47:31.537+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg286.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:47:24.000+02:00,2022-07-07T06:47:34.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg290.wav,5.0165471594043,6.08659680088252,8718.75,16593.75,Odontocete whistles,mdupon,2022-07-07T06:48:09.016+02:00,2022-07-07T06:48:10.086+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg290.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:48:04.000+02:00,2022-07-07T06:48:14.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg291.wav,8.85548814120243,10.0,5906.25,16453.125,Odontocete whistles,mdupon,2022-07-07T06:48:22.855+02:00,2022-07-07T06:48:24.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg291.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:48:14.000+02:00,2022-07-07T06:48:24.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg303.wav,3.69829012686156,4.21125206839493,7734.375,14765.625,Odontocete whistles,mdupon,2022-07-07T06:50:17.698+02:00,2022-07-07T06:50:18.211+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg303.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:50:14.000+02:00,2022-07-07T06:50:24.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg304.wav,4.84004412575841,6.14726971869829,8296.875,14765.625,Odontocete whistles,mdupon,2022-07-07T06:50:28.840+02:00,2022-07-07T06:50:30.147+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg304.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:50:24.000+02:00,2022-07-07T06:50:34.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg305.wav,1.47545504688362,2.14285714285714,6328.125,14343.75,Odontocete whistles,mdupon,2022-07-07T06:50:35.475+02:00,2022-07-07T06:50:36.142+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg305.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:50:34.000+02:00,2022-07-07T06:50:44.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg308.wav,4.20573634859349,5.25372311086597,8718.75,15187.5,Odontocete whistles,mdupon,2022-07-07T06:51:08.205+02:00,2022-07-07T06:51:09.253+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg308.wav,0.212355212355212,2.16492002206288,9281.25,15750.0,Odontocete whistles,mdupon,2022-07-07T06:51:04.212+02:00,2022-07-07T06:51:06.164+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg308.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:51:04.000+02:00,2022-07-07T06:51:14.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg322.wav,6.54991726420298,7.22283507997794,6328.125,15046.875,Odontocete whistles,mdupon,2022-07-07T06:53:30.549+02:00,2022-07-07T06:53:31.222+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg322.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:53:24.000+02:00,2022-07-07T06:53:34.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg330.wav,2.76061776061776,3.17429674572532,7453.125,15890.625,Odontocete whistles,mdupon,2022-07-07T06:54:46.760+02:00,2022-07-07T06:54:47.174+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg330.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T06:54:44.000+02:00,2022-07-07T06:54:54.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg331.wav,6.77606177606178,9.95863210148924,23625.0,37265.625,Odontocete clics,mdupon,2022-07-07T06:55:00.776+02:00,2022-07-07T06:55:03.958+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg331.wav,0,10,0,72000.0,Odontocete clics,mdupon,2022-07-07T06:54:54.000+02:00,2022-07-07T06:55:04.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg332.wav,0.0468836183121897,3.22393822393822,32625.0,44296.875,Odontocete clics,mdupon,2022-07-07T06:55:04.046+02:00,2022-07-07T06:55:07.223+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg332.wav,0,10,0,72000.0,Odontocete clics,mdupon,2022-07-07T06:55:04.000+02:00,2022-07-07T06:55:14.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg420.wav,4.39327082184225,4.85107556536128,8015.625,13921.875,Odontocete whistles,mdupon,2022-07-07T07:09:48.393+02:00,2022-07-07T07:09:48.851+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg420.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T07:09:44.000+02:00,2022-07-07T07:09:54.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg424.wav,5.91560948703806,6.6822945394374,7312.5,18000.0,Odontocete whistles,mdupon,2022-07-07T07:10:29.915+02:00,2022-07-07T07:10:30.682+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg424.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T07:10:24.000+02:00,2022-07-07T07:10:34.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg528.wav,0.846662989520132,2.00496414782129,9562.5,15468.75,Odontocete whistles,mdupon,2022-07-07T07:27:44.846+02:00,2022-07-07T07:27:46.004+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg528.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T07:27:44.000+02:00,2022-07-07T07:27:54.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg531.wav,2.64478764478764,3.72586872586873,5906.25,18421.875,Odontocete whistles,mdupon,2022-07-07T07:28:16.644+02:00,2022-07-07T07:28:17.725+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg531.wav,0.97904026475455,1.861555432984,3656.25,20953.125,Odontocete whistles,mdupon,2022-07-07T07:28:14.979+02:00,2022-07-07T07:28:15.861+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg531.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T07:28:14.000+02:00,2022-07-07T07:28:24.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg536.wav,7.84059569773855,9.19194704908991,5906.25,27000.0,Odontocete whistles,mdupon,2022-07-07T07:29:11.840+02:00,2022-07-07T07:29:13.191+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg536.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T07:29:04.000+02:00,2022-07-07T07:29:14.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg539.wav,5.9542195256481,6.72090457804743,8437.5,17718.75,Odontocete whistles,mdupon,2022-07-07T07:29:39.954+02:00,2022-07-07T07:29:40.720+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg539.wav,3.47766133480419,4.91726420297849,3796.875,24890.625,Odontocete whistles,mdupon,2022-07-07T07:29:37.477+02:00,2022-07-07T07:29:38.917+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg539.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T07:29:34.000+02:00,2022-07-07T07:29:44.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg543.wav,7.81301709873138,9.00441257584115,6890.625,19406.25,Odontocete whistles,mdupon,2022-07-07T07:30:21.813+02:00,2022-07-07T07:30:23.004+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg543.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T07:30:14.000+02:00,2022-07-07T07:30:24.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg549.wav,8.39216767788196,9.94760066188638,5765.625,17718.75,Odontocete whistles,mdupon,2022-07-07T07:31:22.392+02:00,2022-07-07T07:31:23.947+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg549.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T07:31:14.000+02:00,2022-07-07T07:31:24.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg550.wav,0,1.49200220628792,6187.5,18140.625,Odontocete whistles,mdupon,2022-07-07T07:31:24.000+02:00,2022-07-07T07:31:25.492+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg550.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T07:31:24.000+02:00,2022-07-07T07:31:34.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707055944_seg558.wav,8.1549917264203,9.32984004412576,7312.5,18843.75,Odontocete whistles,mdupon,2022-07-07T07:32:52.154+02:00,2022-07-07T07:32:53.329+02:00
